Source,Target,Weight
Venezuela,Uruguay,4
Vietnam,Australia,6
Vietnam,China PR,3
Vietnam,Iran,3
Vietnam,Iraq,3
Vietnam,Japan,7
Vietnam,Jordan,2
Vietnam,Malaysia,1
Vietnam,Myanmar,1
Vietnam,North Korea,1
Vietnam,Oman,6
Vietnam,Saudi Arabia,6
Vietnam,Thailand,2
Vietnam,United Arab Emirates,3
Wales,Albania,4
Wales,Belgium,16
Wales,Croatia,4
Wales,Czech Republic,2
Wales,Denmark,21
Wales,England,15
Wales,Estonia,1
Wales,Finland,1
Wales,France,3
Wales,Hungary,3
Wales,Iran,12
Wales,Italy,3
Wales,Netherlands,18
Wales,Poland,18
Wales,Republic of Ireland,3
Wales,Slovakia,1
Wales,Spain,3
Wales,Switzerland,1
Wales,United States,5
Yemen,Iran,3
Yemen,Iraq,4
Yemen,Mauritania,3
Yemen,Mongolia,3
Yemen,Palestine,6
Yemen,Philippines,1
Yemen,Qatar,3
Yemen,Saudi Arabia,7
Yemen,Singapore,4
Yemen,Syria,3
Yemen,United Arab Emirates,6
Yemen,Uzbekistan,6
Yemen,Vietnam,3
Zambia,Algeria,4
Zambia,Benin,5
Zambia,Botswana,1
Zambia,Cameroon,3
Zambia,Equatorial Guinea,4
Zambia,Eswatini,4
Zambia,Guinea-Bissau,3
Zambia,Iraq,3
Zambia,Israel,3
Zambia,Ivory Coast,6
Zambia,Kenya,3
Zambia,Lesotho,3
Zambia,Malawi,1
Zambia,Mali,3
Zambia,Namibia,1
Zambia,Niger,1
Zambia,Senegal,3
Zambia,South Africa,1
Zambia,Tunisia,6
Zambia,Zimbabwe,4
Zimbabwe,Botswana,1
Zimbabwe,Congo,1
Zimbabwe,DR Congo,3
Zimbabwe,Egypt,3
Zimbabwe,Ethiopia,4
Zimbabwe,Ghana,6
Zimbabwe,Lesotho,2
Zimbabwe,Malawi,5
Zimbabwe,Mozambique,1
Zimbabwe,Namibia,3
Zimbabwe,Nigeria,1
Zimbabwe,Senegal,6
Zimbabwe,Somalia,3
Zimbabwe,South Africa,4
Zimbabwe,Sudan,1
Zimbabwe,Tanzania,1
Zimbabwe,Uganda,1
Zimbabwe,Zambia,4
